departamento_nombre,provincia_id,provincia_nombre,ano,semanas_epidemiologicas,evento_nombre,grupo_edad_id,grupo_edad_desc,cantidad_casos,departamento_nombre_normalizado,provincia_nombre_normalizado,fila_original,departamento_id_uta_2020
quilmes,6,buenos aires,2018,15,dengue,8,de 25 a 34 anos,1,quilmes,buenos aires,228,6658
quilmes,6,buenos aires,2018,17,dengue,10,de 45 a 65 anos,1,quilmes,buenos aires,229,6658
quilmes,6,buenos aires,2018,18,dengue,7,de 20 a 24 anos,3,quilmes,buenos aires,230,6658
quilmes,6,buenos aires,2018,19,dengue,5,de 10 a 14 anos,1,quilmes,buenos aires,231,6658
quilmes,6,buenos aires,2018,19,dengue,9,de 35 a 44 anos,1,quilmes,buenos aires,232,6658
quilmes,6,buenos aires,2018,19,dengue,11,mayores de 65 anos,1,quilmes,buenos aires,233,6658
quilmes,6,buenos aires,2018,20,dengue,6,de 15 a 19 anos,1,quilmes,buenos aires,234,6658
quilmes,6,buenos aires,2018,20,dengue,7,de 20 a 24 anos,1,quilmes,buenos aires,235,6658
quilmes,6,buenos aires,2018,21,dengue,10,de 45 a 65 anos,2,quilmes,buenos aires,236,6658
quilmes,6,buenos aires,2018,8,dengue,9,de 35 a 44 anos,1,quilmes,buenos aires,237,6658
quilmes,6,buenos aires,2018,11,dengue,9,de 35 a 44 anos,1,quilmes,buenos aires,238,6658
quilmes,6,buenos aires,2018,12,dengue,9,de 35 a 44 anos,1,quilmes,buenos aires,239,6658
quilmes,6,buenos aires,2018,12,dengue,11,mayores de 65 anos,1,quilmes,buenos aires,240,6658
quilmes,6,buenos aires,2018,14,dengue,7,de 20 a 24 anos,2,quilmes,buenos aires,241,6658
quilmes,6,buenos aires,2018,14,dengue,10,de 45 a 65 anos,1,quilmes,buenos aires,242,6658
quilmes,6,buenos aires,2018,15,dengue,7,de 20 a 24 anos,1,quilmes,buenos aires,243,6658
quilmes,6,buenos aires,2018,15,dengue,9,de 35 a 44 anos,3,quilmes,buenos aires,244,6658
quilmes,6,buenos aires,2018,15,dengue,11,mayores de 65 anos,1,quilmes,buenos aires,245,6658
quilmes,6,buenos aires,2018,16,dengue,9,de 35 a 44 anos,2,quilmes,buenos aires,246,6658
quilmes,6,buenos aires,2018,16,dengue,11,mayores de 65 anos,1,quilmes,buenos aires,247,6658
ramallo,6,buenos aires,2018,18,dengue,9,de 35 a 44 anos,1,ramallo,buenos aires,248,6665
tigre,6,buenos aires,2018,20,dengue,9,de 35 a 44 anos,1,tigre,buenos aires,249,6805
tigre,6,buenos aires,2018,40,dengue,9,de 35 a 44 anos,1,tigre,buenos aires,250,6805
tres de febrero,6,buenos aires,2018,15,dengue,7,de 20 a 24 anos,1,tres de febrero,buenos aires,251,6840
tres de febrero,6,buenos aires,2018,17,dengue,9,de 35 a 44 anos,1,tres de febrero,buenos aires,252,6840
tres de febrero,6,buenos aires,2018,18,dengue,7,de 20 a 24 anos,1,tres de febrero,buenos aires,253,6840
tres de febrero,6,buenos aires,2018,18,dengue,11,mayores de 65 anos,2,tres de febrero,buenos aires,254,6840
tres de febrero,6,buenos aires,2018,19,dengue,8,de 25 a 34 anos,1,tres de febrero,buenos aires,255,6840
tres de febrero,6,buenos aires,2018,19,dengue,10,de 45 a 65 anos,1,tres de febrero,buenos aires,256,6840
tres de febrero,6,buenos aires,2018,20,dengue,9,de 35 a 44 anos,1,tres de febrero,buenos aires,257,6840
vicente lopez,6,buenos aires,2018,14,dengue,6,de 15 a 19 anos,1,vicente lopez,buenos aires,258,6861
vicente lopez,6,buenos aires,2018,52,dengue,1,posneonato 29 hasta 365 dias,1,vicente lopez,buenos aires,259,6861
tercero arriba,14,cordoba,2018,21,dengue,9,de 35 a 44 anos,1,tercero arriba,cordoba,260,14161
corrientes capital,18,corrientes,2018,11,dengue,11,mayores de 65 anos,1,corrientes capital,corrientes,261,18021
corrientes capital,18,corrientes,2018,16,dengue,11,mayores de 65 anos,1,corrientes capital,corrientes,262,18021
corrientes capital,18,corrientes,2018,18,dengue,10,de 45 a 65 anos,1,corrientes capital,corrientes,263,18021
corrientes capital,18,corrientes,2018,19,dengue,1,posneonato 29 hasta 365 dias,1,corrientes capital,corrientes,264,18021
corrientes capital,18,corrientes,2018,19,dengue,6,de 15 a 19 anos,1,corrientes capital,corrientes,265,18021
corrientes capital,18,corrientes,2018,19,dengue,9,de 35 a 44 anos,1,corrientes capital,corrientes,266,18021
corrientes capital,18,corrientes,2018,19,dengue,10,de 45 a 65 anos,2,corrientes capital,corrientes,267,18021
corrientes capital,18,corrientes,2018,20,dengue,5,de 10 a 14 anos,1,corrientes capital,corrientes,268,18021
corrientes capital,18,corrientes,2018,20,dengue,6,de 15 a 19 anos,1,corrientes capital,corrientes,269,18021
corrientes capital,18,corrientes,2018,20,dengue,7,de 20 a 24 anos,3,corrientes capital,corrientes,270,18021
corrientes capital,18,corrientes,2018,20,dengue,9,de 35 a 44 anos,3,corrientes capital,corrientes,271,18021
corrientes capital,18,corrientes,2018,20,dengue,10,de 45 a 65 anos,7,corrientes capital,corrientes,272,18021
corrientes capital,18,corrientes,2018,20,dengue,11,mayores de 65 anos,3,corrientes capital,corrientes,273,18021
corrientes capital,18,corrientes,2018,20,dengue,11,mayores de 65 anos,3,corrientes capital,corrientes,274,18021
corrientes capital,18,corrientes,2018,21,dengue,6,de 15 a 19 anos,1,corrientes capital,corrientes,275,18021
corrientes capital,18,corrientes,2018,21,dengue,7,de 20 a 24 anos,1,corrientes capital,corrientes,276,18021
corrientes capital,18,corrientes,2018,21,dengue,8,de 25 a 34 anos,3,corrientes capital,corrientes,277,18021
corrientes capital,18,corrientes,2018,21,dengue,9,de 35 a 44 anos,3,corrientes capital,corrientes,278,18021
corrientes capital,18,corrientes,2018,21,dengue,10,de 45 a 65 anos,2,corrientes capital,corrientes,279,18021
corrientes capital,18,corrientes,2018,21,dengue,11,mayores de 65 anos,1,corrientes capital,corrientes,280,18021
corrientes capital,18,corrientes,2018,22,dengue,4,de 5 a 9 anos,1,corrientes capital,corrientes,281,18021
corrientes capital,18,corrientes,2018,22,dengue,5,de 10 a 14 anos,1,corrientes capital,corrientes,282,18021
corrientes capital,18,corrientes,2018,22,dengue,9,de 35 a 44 anos,2,corrientes capital,corrientes,283,18021
corrientes capital,18,corrientes,2018,22,dengue,10,de 45 a 65 anos,1,corrientes capital,corrientes,284,18021
corrientes capital,18,corrientes,2018,22,dengue,11,mayores de 65 anos,3,corrientes capital,corrientes,285,18021
corrientes capital,18,corrientes,2018,22,dengue,11,mayores de 65 anos,1,corrientes capital,corrientes,286,18021
corrientes capital,18,corrientes,2018,23,dengue,4,de 5 a 9 anos,1,corrientes capital,corrientes,287,18021
corrientes capital,18,corrientes,2018,23,dengue,5,de 10 a 14 anos,1,corrientes capital,corrientes,288,18021
corrientes capital,18,corrientes,2018,23,dengue,6,de 15 a 19 anos,1,corrientes capital,corrientes,289,18021
corrientes capital,18,corrientes,2018,23,dengue,8,de 25 a 34 anos,2,corrientes capital,corrientes,290,18021
corrientes capital,18,corrientes,2018,23,dengue,11,mayores de 65 anos,1,corrientes capital,corrientes,291,18021
corrientes capital,18,corrientes,2018,23,dengue,11,mayores de 65 anos,2,corrientes capital,corrientes,292,18021
corrientes capital,18,corrientes,2018,24,dengue,6,de 15 a 19 anos,1,corrientes capital,corrientes,293,18021
corrientes capital,18,corrientes,2018,24,dengue,8,de 25 a 34 anos,1,corrientes capital,corrientes,294,18021
corrientes capital,18,corrientes,2018,24,dengue,10,de 45 a 65 anos,1,corrientes capital,corrientes,295,18021
corrientes capital,18,corrientes,2018,24,dengue,11,mayores de 65 anos,4,corrientes capital,corrientes,296,18021
corrientes capital,18,corrientes,2018,24,dengue,11,mayores de 65 anos,1,corrientes capital,corrientes,297,18021
corrientes capital,18,corrientes,2018,25,dengue,11,mayores de 65 anos,1,corrientes capital,corrientes,298,18021
corrientes capital,18,corrientes,2018,26,dengue,8,de 25 a 34 anos,1,corrientes capital,corrientes,299,18021
corrientes capital,18,corrientes,2018,26,dengue,11,mayores de 65 anos,1,corrientes capital,corrientes,300,18021
corrientes capital,18,corrientes,2018,27,dengue,11,mayores de 65 anos,1,corrientes capital,corrientes,301,18021
corrientes capital,18,corrientes,2018,28,dengue,11,mayores de 65 anos,1,corrientes capital,corrientes,302,18021
saladas,18,corrientes,2018,18,dengue,4,de 5 a 9 anos,1,saladas,corrientes,303,18126
saladas,18,corrientes,2018,18,dengue,9,de 35 a 44 anos,2,saladas,corrientes,304,18126
saladas,18,corrientes,2018,19,dengue,4,de 5 a 9 anos,1,saladas,corrientes,305,18126
saladas,18,corrientes,2018,19,dengue,5,de 10 a 14 anos,1,saladas,corrientes,306,18126
saladas,18,corrientes,2018,19,dengue,6,de 15 a 19 anos,1,saladas,corrientes,307,18126
saladas,18,corrientes,2018,19,dengue,7,de 20 a 24 anos,3,saladas,corrientes,308,18126
saladas,18,corrientes,2018,19,dengue,8,de 25 a 34 anos,1,saladas,corrientes,309,18126
saladas,18,corrientes,2018,19,dengue,9,de 35 a 44 anos,6,saladas,corrientes,310,18126
saladas,18,corrientes,2018,19,dengue,10,de 45 a 65 anos,6,saladas,corrientes,311,18126
saladas,18,corrientes,2018,19,dengue,11,mayores de 65 anos,5,saladas,corrientes,312,18126
saladas,18,corrientes,2018,19,dengue,11,mayores de 65 anos,2,saladas,corrientes,313,18126
saladas,18,corrientes,2018,20,dengue,7,de 20 a 24 anos,2,saladas,corrientes,314,18126
saladas,18,corrientes,2018,20,dengue,8,de 25 a 34 anos,3,saladas,corrientes,315,18126
saladas,18,corrientes,2018,20,dengue,10,de 45 a 65 anos,1,saladas,corrientes,316,18126
saladas,18,corrientes,2018,20,dengue,11,mayores de 65 anos,5,saladas,corrientes,317,18126
saladas,18,corrientes,2018,21,dengue,6,de 15 a 19 anos,2,saladas,corrientes,318,18126
saladas,18,corrientes,2018,21,dengue,7,de 20 a 24 anos,1,saladas,corrientes,319,18126
saladas,18,corrientes,2018,21,dengue,8,de 25 a 34 anos,1,saladas,corrientes,320,18126
saladas,18,corrientes,2018,21,dengue,9,de 35 a 44 anos,3,saladas,corrientes,321,18126
saladas,18,corrientes,2018,21,dengue,10,de 45 a 65 anos,1,saladas,corrientes,322,18126
saladas,18,corrientes,2018,21,dengue,11,mayores de 65 anos,1,saladas,corrientes,323,18126
saladas,18,corrientes,2018,22,dengue,9,de 35 a 44 anos,1,saladas,corrientes,324,18126
saladas,18,corrientes,2018,24,dengue,7,de 20 a 24 anos,1,saladas,corrientes,325,18126
san cosme,18,corrientes,2018,21,dengue,8,de 25 a 34 anos,1,san cosme,corrientes,326,18133
san miguel,6,corrientes,2018,18,dengue,10,de 45 a 65 anos,1,san miguel,buenos aires,327,18154
santo tome,18,corrientes,2018,16,dengue,10,de 45 a 65 anos,1,santo tome,corrientes,328,18168
santo tome,18,corrientes,2018,19,dengue,9,de 35 a 44 anos,1,santo tome,corrientes,329,18168
bermejo,22,formosa,2018,13,dengue,5,de 10 a 14 anos,1,bermejo,chaco,330,34007
bermejo,22,formosa,2018,14,dengue,11,mayores de 65 anos,2,bermejo,chaco,331,34007
bermejo,22,formosa,2018,17,dengue,9,de 35 a 44 anos,1,bermejo,chaco,332,34007
bermejo,22,formosa,2018,17,dengue,10,de 45 a 65 anos,1,bermejo,chaco,333,34007
bermejo,22,formosa,2018,17,dengue,11,mayores de 65 anos,1,bermejo,chaco,334,34007
bermejo,22,formosa,2018,17,dengue,11,mayores de 65 anos,1,bermejo,chaco,335,34007
bermejo,22,formosa,2018,18,dengue,5,de 10 a 14 anos,1,bermejo,chaco,336,34007
bermejo,22,formosa,2018,19,dengue,5,de 10 a 14 anos,1,bermejo,chaco,337,34007
bermejo,22,formosa,2018,19,dengue,11,mayores de 65 anos,1,bermejo,chaco,338,34007
bermejo,22,formosa,2018,20,dengue,6,de 15 a 19 anos,1,bermejo,chaco,339,34007
bermejo,22,formosa,2018,20,dengue,10,de 45 a 65 anos,1,bermejo,chaco,340,34007
comandante fernandez,22,chaco,2018,13,dengue,9,de 35 a 44 anos,1,comandante fernandez,chaco,341,22021
comandante fernandez,22,chaco,2018,15,dengue,11,mayores de 65 anos,1,comandante fernandez,chaco,342,22021
comandante fernandez,22,chaco,2018,18,dengue,7,de 20 a 24 anos,1,comandante fernandez,chaco,343,22021
comandante fernandez,22,chaco,2018,19,dengue,7,de 20 a 24 anos,1,comandante fernandez,chaco,344,22021
comandante fernandez,22,chaco,2018,20,dengue,9,de 35 a 44 anos,1,comandante fernandez,chaco,345,22021
comandante fernandez,22,chaco,2018,20,dengue,11,mayores de 65 anos,4,comandante fernandez,chaco,346,22021
comandante fernandez,22,chaco,2018,20,dengue,11,mayores de 65 anos,1,comandante fernandez,chaco,347,22021
comandante fernandez,22,chaco,2018,21,dengue,6,de 15 a 19 anos,1,comandante fernandez,chaco,348,22021
comandante fernandez,22,chaco,2018,21,dengue,10,de 45 a 65 anos,1,comandante fernandez,chaco,349,22021
comandante fernandez,22,chaco,2018,22,dengue,6,de 15 a 19 anos,1,comandante fernandez,chaco,350,22021
comandante fernandez,22,chaco,2018,22,dengue,9,de 35 a 44 anos,1,comandante fernandez,chaco,351,22021
comandante fernandez,22,chaco,2018,22,dengue,10,de 45 a 65 anos,1,comandante fernandez,chaco,352,22021
comandante fernandez,22,chaco,2018,23,dengue,4,de 5 a 9 anos,1,comandante fernandez,chaco,353,22021
comandante fernandez,22,chaco,2018,23,dengue,10,de 45 a 65 anos,1,comandante fernandez,chaco,354,22021
comandante fernandez,22,chaco,2018,25,dengue,9,de 35 a 44 anos,1,comandante fernandez,chaco,355,22021
comandante fernandez,22,chaco,2018,27,dengue,9,de 35 a 44 anos,1,comandante fernandez,chaco,356,22021
comandante fernandez,22,chaco,2018,28,dengue,7,de 20 a 24 anos,1,comandante fernandez,chaco,357,22021
comandante fernandez,22,chaco,2018,28,dengue,11,mayores de 65 anos,1,comandante fernandez,chaco,358,22021
12 de octubre,22,chaco,2018,17,dengue,8,de 25 a 34 anos,1,12 de octubre,chaco,359,22036
12 de octubre,22,chaco,2018,17,dengue,11,mayores de 65 anos,1,12 de octubre,chaco,360,22036
12 de octubre,22,chaco,2018,18,dengue,11,mayores de 65 anos,1,12 de octubre,chaco,361,22036
12 de octubre,22,chaco,2018,20,dengue,9,de 35 a 44 anos,2,12 de octubre,chaco,362,22036
12 de octubre,22,chaco,2018,20,dengue,10,de 45 a 65 anos,1,12 de octubre,chaco,363,22036
12 de octubre,22,chaco,2018,21,dengue,9,de 35 a 44 anos,1,12 de octubre,chaco,364,22036
12 de octubre,22,chaco,2018,21,dengue,11,mayores de 65 anos,2,12 de octubre,chaco,365,22036
12 de octubre,22,chaco,2018,22,dengue,7,de 20 a 24 anos,1,12 de octubre,chaco,366,22036
12 de octubre,22,chaco,2018,22,dengue,8,de 25 a 34 anos,1,12 de octubre,chaco,367,22036
12 de octubre,22,chaco,2018,22,dengue,10,de 45 a 65 anos,1,12 de octubre,chaco,368,22036
12 de octubre,22,chaco,2018,24,dengue,11,mayores de 65 anos,1,12 de octubre,chaco,369,22036
2 de abril,22,chaco,2018,4,dengue,9,de 35 a 44 anos,1,2 de abril,chaco,370,22039
2 de abril,22,chaco,2018,12,dengue,9,de 35 a 44 anos,1,2 de abril,chaco,371,22039
2 de abril,22,chaco,2018,14,dengue,9,de 35 a 44 anos,2,2 de abril,chaco,372,22039
2 de abril,22,chaco,2018,14,dengue,11,mayores de 65 anos,1,2 de abril,chaco,373,22039
2 de abril,22,chaco,2018,15,dengue,11,mayores de 65 anos,1,2 de abril,chaco,374,22039
2 de abril,22,chaco,2018,16,dengue,4,de 5 a 9 anos,2,2 de abril,chaco,375,22039
2 de abril,22,chaco,2018,16,dengue,5,de 10 a 14 anos,4,2 de abril,chaco,376,22039
2 de abril,22,chaco,2018,16,dengue,6,de 15 a 19 anos,1,2 de abril,chaco,377,22039
2 de abril,22,chaco,2018,16,dengue,7,de 20 a 24 anos,3,2 de abril,chaco,378,22039
2 de abril,22,chaco,2018,16,dengue,7,de 20 a 24 anos,7,2 de abril,chaco,379,22039
2 de abril,22,chaco,2018,16,dengue,8,de 25 a 34 anos,2,2 de abril,chaco,380,22039
2 de abril,22,chaco,2018,16,dengue,9,de 35 a 44 anos,6,2 de abril,chaco,381,22039
2 de abril,22,chaco,2018,16,dengue,10,de 45 a 65 anos,3,2 de abril,chaco,382,22039
2 de abril,22,chaco,2018,16,dengue,11,mayores de 65 anos,8,2 de abril,chaco,383,22039
2 de abril,22,chaco,2018,16,dengue,11,mayores de 65 anos,4,2 de abril,chaco,384,22039
2 de abril,22,chaco,2018,16,dengue,11,mayores de 65 anos,2,2 de abril,chaco,385,22039
2 de abril,22,chaco,2018,16,dengue,11,mayores de 65 anos,1,2 de abril,chaco,386,22039
2 de abril,22,chaco,2018,17,dengue,5,de 10 a 14 anos,3,2 de abril,chaco,387,22039
2 de abril,22,chaco,2018,17,dengue,6,de 15 a 19 anos,1,2 de abril,chaco,388,22039
2 de abril,22,chaco,2018,17,dengue,7,de 20 a 24 anos,3,2 de abril,chaco,389,22039
2 de abril,22,chaco,2018,17,dengue,7,de 20 a 24 anos,3,2 de abril,chaco,390,22039
2 de abril,22,chaco,2018,17,dengue,8,de 25 a 34 anos,4,2 de abril,chaco,391,22039
2 de abril,22,chaco,2018,17,dengue,9,de 35 a 44 anos,7,2 de abril,chaco,392,22039
2 de abril,22,chaco,2018,17,dengue,10,de 45 a 65 anos,5,2 de abril,chaco,393,22039
2 de abril,22,chaco,2018,17,dengue,11,mayores de 65 anos,3,2 de abril,chaco,394,22039
2 de abril,22,chaco,2018,17,dengue,11,mayores de 65 anos,10,2 de abril,chaco,395,22039
2 de abril,22,chaco,2018,17,dengue,11,mayores de 65 anos,1,2 de abril,chaco,396,22039
2 de abril,22,chaco,2018,17,dengue,11,mayores de 65 anos,6,2 de abril,chaco,397,22039
2 de abril,22,chaco,2018,18,dengue,4,de 5 a 9 anos,1,2 de abril,chaco,398,22039
2 de abril,22,chaco,2018,18,dengue,5,de 10 a 14 anos,3,2 de abril,chaco,399,22039
2 de abril,22,chaco,2018,18,dengue,6,de 15 a 19 anos,1,2 de abril,chaco,400,22039
2 de abril,22,chaco,2018,18,dengue,7,de 20 a 24 anos,5,2 de abril,chaco,401,22039
2 de abril,22,chaco,2018,18,dengue,8,de 25 a 34 anos,2,2 de abril,chaco,402,22039
2 de abril,22,chaco,2018,18,dengue,9,de 35 a 44 anos,8,2 de abril,chaco,403,22039
2 de abril,22,chaco,2018,18,dengue,10,de 45 a 65 anos,10,2 de abril,chaco,404,22039
2 de abril,22,chaco,2018,18,dengue,11,mayores de 65 anos,8,2 de abril,chaco,405,22039
2 de abril,22,chaco,2018,18,dengue,11,mayores de 65 anos,6,2 de abril,chaco,406,22039
2 de abril,22,chaco,2018,19,dengue,3,de 2 a 4 anos,1,2 de abril,chaco,407,22039
2 de abril,22,chaco,2018,19,dengue,4,de 5 a 9 anos,1,2 de abril,chaco,408,22039
2 de abril,22,chaco,2018,19,dengue,5,de 10 a 14 anos,2,2 de abril,chaco,409,22039
2 de abril,22,chaco,2018,19,dengue,6,de 15 a 19 anos,4,2 de abril,chaco,410,22039
2 de abril,22,chaco,2018,19,dengue,7,de 20 a 24 anos,9,2 de abril,chaco,411,22039
2 de abril,22,chaco,2018,19,dengue,8,de 25 a 34 anos,9,2 de abril,chaco,412,22039
2 de abril,22,chaco,2018,19,dengue,9,de 35 a 44 anos,8,2 de abril,chaco,413,22039
2 de abril,22,chaco,2018,19,dengue,10,de 45 a 65 anos,11,2 de abril,chaco,414,22039
2 de abril,22,chaco,2018,19,dengue,11,mayores de 65 anos,10,2 de abril,chaco,415,22039
2 de abril,22,chaco,2018,19,dengue,11,mayores de 65 anos,2,2 de abril,chaco,416,22039
2 de abril,22,chaco,2018,20,dengue,4,de 5 a 9 anos,4,2 de abril,chaco,417,22039
2 de abril,22,chaco,2018,20,dengue,5,de 10 a 14 anos,2,2 de abril,chaco,418,22039
2 de abril,22,chaco,2018,20,dengue,6,de 15 a 19 anos,3,2 de abril,chaco,419,22039
2 de abril,22,chaco,2018,20,dengue,7,de 20 a 24 anos,4,2 de abril,chaco,420,22039
2 de abril,22,chaco,2018,20,dengue,8,de 25 a 34 anos,5,2 de abril,chaco,421,22039
2 de abril,22,chaco,2018,20,dengue,9,de 35 a 44 anos,5,2 de abril,chaco,422,22039
2 de abril,22,chaco,2018,20,dengue,10,de 45 a 65 anos,5,2 de abril,chaco,423,22039
2 de abril,22,chaco,2018,20,dengue,11,mayores de 65 anos,6,2 de abril,chaco,424,22039
2 de abril,22,chaco,2018,20,dengue,11,mayores de 65 anos,3,2 de abril,chaco,425,22039
2 de abril,22,chaco,2018,21,dengue,5,de 10 a 14 anos,1,2 de abril,chaco,426,22039
2 de abril,22,chaco,2018,21,dengue,9,de 35 a 44 anos,7,2 de abril,chaco,427,22039
2 de abril,22,chaco,2018,21,dengue,11,mayores de 65 anos,1,2 de abril,chaco,428,22039
2 de abril,22,chaco,2018,22,dengue,7,de 20 a 24 anos,1,2 de abril,chaco,429,22039
2 de abril,22,chaco,2018,22,dengue,9,de 35 a 44 anos,3,2 de abril,chaco,430,22039
fray justo santa maria de oro,22,chaco,2018,16,dengue,8,de 25 a 34 anos,1,fray justo santa maria de oro,chaco,431,22043
fray justo santa maria de oro,22,chaco,2018,16,dengue,11,mayores de 65 anos,1,fray justo santa maria de oro,chaco,432,22043
fray justo santa maria de oro,22,chaco,2018,19,dengue,8,de 25 a 34 anos,1,fray justo santa maria de oro,chaco,433,22043
fray justo santa maria de oro,22,chaco,2018,19,dengue,10,de 45 a 65 anos,2,fray justo santa maria de oro,chaco,434,22043
fray justo santa maria de oro,22,chaco,2018,20,dengue,7,de 20 a 24 anos,1,fray justo santa maria de oro,chaco,435,22043
fray justo santa maria de oro,22,chaco,2018,20,dengue,8,de 25 a 34 anos,1,fray justo santa maria de oro,chaco,436,22043
fray justo santa maria de oro,22,chaco,2018,20,dengue,11,mayores de 65 anos,1,fray justo santa maria de oro,chaco,437,22043
independencia,22,la rioja,2018,15,dengue,10,de 45 a 65 anos,1,independencia,chaco,438,46105
independencia,22,la rioja,2018,17,dengue,5,de 10 a 14 anos,1,independencia,chaco,439,46105
independencia,22,la rioja,2018,17,dengue,8,de 25 a 34 anos,1,independencia,chaco,440,46105
independencia,22,la rioja,2018,17,dengue,9,de 35 a 44 anos,1,independencia,chaco,441,46105
independencia,22,la rioja,2018,18,dengue,7,de 20 a 24 anos,1,independencia,chaco,442,46105
independencia,22,la rioja,2018,19,dengue,9,de 35 a 44 anos,1,independencia,chaco,443,46105
independencia,22,la rioja,2018,19,dengue,11,mayores de 65 anos,2,independencia,chaco,444,46105
independencia,22,la rioja,2018,20,dengue,7,de 20 a 24 anos,1,independencia,chaco,445,46105
independencia,22,la rioja,2018,20,dengue,8,de 25 a 34 anos,1,independencia,chaco,446,46105
independencia,22,la rioja,2018,20,dengue,10,de 45 a 65 anos,1,independencia,chaco,447,46105
independencia,22,la rioja,2018,21,dengue,8,de 25 a 34 anos,1,independencia,chaco,448,46105
libertador general san martin,22,san luis,2018,18,dengue,6,de 15 a 19 anos,1,libertador general san martin,chaco,449,74063
libertador general san martin,22,san luis,2018,19,dengue,7,de 20 a 24 anos,2,libertador general san martin,chaco,450,74063
libertador general san martin,22,san luis,2018,19,dengue,9,de 35 a 44 anos,1,libertador general san martin,chaco,451,74063
libertador general san martin,22,san luis,2018,20,dengue,8,de 25 a 34 anos,3,libertador general san martin,chaco,452,74063
libertador general san martin,22,san luis,2018,20,dengue,10,de 45 a 65 anos,2,libertador general san martin,chaco,453,74063
libertador general san martin,22,san luis,2018,21,dengue,7,de 20 a 24 anos,1,libertador general san martin,chaco,454,74063
libertador general san martin,22,san luis,2018,21,dengue,8,de 25 a 34 anos,1,libertador general san martin,chaco,455,74063
libertador general san martin,22,san luis,2018,21,dengue,10,de 45 a 65 anos,1,libertador general san martin,chaco,456,74063
libertador general san martin,22,san luis,2018,22,dengue,8,de 25 a 34 anos,1,libertador general san martin,chaco,457,74063
libertador general san martin,22,san luis,2018,22,dengue,11,mayores de 65 anos,1,libertador general san martin,chaco,458,74063
libertador general san martin,22,san luis,2018,24,dengue,9,de 35 a 44 anos,1,libertador general san martin,chaco,459,74063
mayor luis j fontana,22,chaco,2018,17,dengue,11,mayores de 65 anos,2,mayor luis j fontana,chaco,460,22098
mayor luis j fontana,22,chaco,2018,19,dengue,5,de 10 a 14 anos,1,mayor luis j fontana,chaco,461,22098
mayor luis j fontana,22,chaco,2018,19,dengue,7,de 20 a 24 anos,1,mayor luis j fontana,chaco,462,22098
mayor luis j fontana,22,chaco,2018,19,dengue,9,de 35 a 44 anos,1,mayor luis j fontana,chaco,463,22098
mayor luis j fontana,22,chaco,2018,19,dengue,10,de 45 a 65 anos,1,mayor luis j fontana,chaco,464,22098
mayor luis j fontana,22,chaco,2018,20,dengue,7,de 20 a 24 anos,1,mayor luis j fontana,chaco,465,22098
mayor luis j fontana,22,chaco,2018,20,dengue,11,mayores de 65 anos,1,mayor luis j fontana,chaco,466,22098
mayor luis j fontana,22,chaco,2018,21,dengue,10,de 45 a 65 anos,1,mayor luis j fontana,chaco,467,22098
mayor luis j fontana,22,chaco,2018,21,dengue,11,mayores de 65 anos,2,mayor luis j fontana,chaco,468,22098
